age,height,edu,fit,race_ethnicity,height_group,cluster
25,70,More than High School,not_fit,White,not_short,2
23,74,High School or less,not_fit,White,not_short,2
34,62,High School or less,not_fit,other,short,1
30,72,High School or less,not_fit,White,not_short,2
27,73,More than High School,not_fit,White,not_short,2
25,78,More than High School,fit,multiple,not_short,2
29,69,More than High School,not_fit,White,short,1
21,72,High School or less,not_fit,White,not_short,2
28,72,More than High School,fit,White,not_short,2
57,70,High School or less,not_fit,White,not_short,2
31,67,unknown,not_fit,White,short,1
29,74,More than High School,fit,multiple,not_short,2
34,72,unknown,fit,other,not_short,2
28,70,More than High School,fit,multiple,not_short,2
33,68,unknown,not_fit,White,short,1
23,71,More than High School,fit,Asian,not_short,2
54,70,More than High School,fit,White,not_short,2
29,70,More than High School,not_fit,Asian,not_short,2
34,72,More than High School,fit,White,not_short,2
39,73,unknown,fit,White,not_short,2
32,71,More than High School,not_fit,Latinx,not_short,2
46,74,More than High School,not_fit,White,not_short,2
46,71,More than High School,not_fit,Asian,not_short,2
43,70,More than High School,fit,Asian,not_short,2
28,73,More than High School,fit,White,not_short,2
50,68,More than High School,not_fit,White,short,1
24,71,More than High School,fit,White,not_short,2
26,71,More than High School,fit,other,not_short,2
34,71,More than High School,fit,White,not_short,2
25,67,More than High School,fit,White,short,1
39,69,unknown,not_fit,multiple,short,1
35,71,More than High School,fit,White,not_short,2
33,75,High School or less,not_fit,White,not_short,2
40,67,More than High School,not_fit,White,short,1
25,63,High School or less,not_fit,White,short,1
23,67,High School or less,not_fit,White,short,1
24,71,High School or less,not_fit,White,not_short,2
28,76,More than High School,fit,White,not_short,2
41,71,More than High School,fit,other,not_short,2
31,73,More than High School,not_fit,Latinx,not_short,2
27,71,More than High School,fit,Asian,not_short,2
34,75,More than High School,fit,White,not_short,2
39,69,High School or less,fit,White,short,1
28,64,More than High School,fit,other,short,1
29,70,More than High School,not_fit,Asian,not_short,2
25,70,More than High School,fit,White,not_short,2
31,74,More than High School,fit,other,not_short,2
28,68,High School or less,fit,Asian,short,1
25,69,High School or less,fit,multiple,short,1
30,74,More than High School,not_fit,White,not_short,2
34,74,More than High School,fit,White,not_short,2
30,75,More than High School,not_fit,White,not_short,2
46,73,More than High School,not_fit,White,not_short,2
41,66,More than High School,fit,Asian,short,1
28,71,More than High School,not_fit,Asian,not_short,2
25,72,More than High School,fit,multiple,not_short,2
35,63,More than High School,not_fit,Asian,short,1
24,72,More than High School,not_fit,White,not_short,2
22,67,High School or less,fit,Latinx,short,1
24,68,More than High School,fit,Latinx,short,1
34,72,More than High School,fit,White,not_short,2
22,68,High School or less,not_fit,White,short,1
30,67,More than High School,fit,White,short,1
26,70,More than High School,fit,Latinx,not_short,2
23,73,More than High School,not_fit,other,not_short,2
30,71,More than High School,not_fit,White,not_short,2
24,69,More than High School,not_fit,multiple,short,1
31,70,More than High School,not_fit,White,not_short,2
41,73,More than High School,fit,White,not_short,2
28,70,More than High School,fit,White,not_short,2
55,72,High School or less,fit,White,not_short,2
36,69,More than High School,fit,White,short,1
32,73,More than High School,fit,Asian,not_short,2
20,74,High School or less,not_fit,White,not_short,2
32,72,More than High School,fit,White,not_short,2
43,70,More than High School,fit,White,not_short,2
24,68,High School or less,not_fit,Latinx,short,1
30,70,More than High School,not_fit,White,not_short,2
29,69,More than High School,fit,White,short,1
25,66,High School or less,fit,White,short,1
37,67,More than High School,not_fit,White,short,1
41,72,unknown,not_fit,Latinx,not_short,2
29,65,More than High School,fit,White,short,1
26,74,More than High School,fit,White,not_short,2
51,68,More than High School,not_fit,White,short,1
43,71,More than High School,fit,White,not_short,2
21,68,High School or less,not_fit,Asian,short,1
33,68,More than High School,fit,Asian,short,1
53,71,More than High School,fit,White,not_short,2
31,70,More than High School,not_fit,Latinx,not_short,2
50,71,unknown,not_fit,White,not_short,2
30,70,unknown,not_fit,White,not_short,2
27,75,More than High School,fit,White,not_short,2
19,72,High School or less,not_fit,White,not_short,2
23,72,High School or less,not_fit,White,not_short,2
27,68,High School or less,fit,Asian,short,1
34,66,More than High School,fit,White,short,1
44,70,More than High School,not_fit,White,not_short,2
35,71,More than High School,not_fit,White,not_short,2
27,75,More than High School,not_fit,White,not_short,2
30,76,More than High School,fit,White,not_short,2
26,71,More than High School,not_fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
36,72,More than High School,fit,Asian,not_short,2
22,73,High School or less,not_fit,Black,not_short,2
52,68,More than High School,fit,White,short,1
34,74,More than High School,fit,White,not_short,2
27,73,More than High School,not_fit,White,not_short,2
21,73,High School or less,not_fit,White,not_short,2
69,69,High School or less,not_fit,White,short,1
33,69,unknown,fit,other,short,1
46,71,More than High School,fit,White,not_short,2
25,68,More than High School,not_fit,White,short,1
25,71,More than High School,fit,Black,not_short,2
39,67,More than High School,not_fit,White,short,1
35,69,High School or less,fit,White,short,1
28,68,More than High School,fit,White,short,1
39,69,More than High School,fit,White,short,1
24,70,More than High School,not_fit,White,not_short,2
22,67,High School or less,not_fit,White,short,1
31,68,More than High School,not_fit,Latinx,short,1
31,69,More than High School,fit,White,short,1
35,70,More than High School,fit,White,not_short,2
30,74,More than High School,fit,White,not_short,2
25,71,More than High School,not_fit,other,not_short,2
24,68,High School or less,fit,Asian,short,1
24,73,High School or less,not_fit,White,not_short,2
43,71,More than High School,fit,White,not_short,2
26,71,High School or less,fit,White,not_short,2
27,70,unknown,not_fit,Latinx,not_short,2
46,70,More than High School,not_fit,White,not_short,2
22,72,More than High School,not_fit,Latinx,not_short,2
45,71,More than High School,fit,White,not_short,2
22,72,High School or less,fit,White,not_short,2
37,72,More than High School,not_fit,White,not_short,2
30,71,High School or less,not_fit,Asian,not_short,2
20,70,High School or less,not_fit,White,not_short,2
26,70,More than High School,not_fit,Asian,not_short,2
25,66,More than High School,fit,White,short,1
22,70,More than High School,not_fit,White,not_short,2
25,74,More than High School,not_fit,White,not_short,2
26,68,More than High School,fit,Asian,short,1
19,69,High School or less,not_fit,other,short,1
22,65,High School or less,fit,White,short,1
38,67,unknown,not_fit,Black,short,1
35,67,More than High School,fit,White,short,1
19,70,High School or less,not_fit,White,not_short,2
35,66,More than High School,fit,White,short,1
50,72,More than High School,fit,White,not_short,2
33,71,More than High School,fit,multiple,not_short,2
33,70,More than High School,fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
33,69,High School or less,not_fit,Asian,short,1
23,71,High School or less,fit,other,not_short,2
33,73,More than High School,not_fit,White,not_short,2
37,70,More than High School,not_fit,other,not_short,2
56,70,More than High School,not_fit,White,not_short,2
24,71,More than High School,fit,White,not_short,2
32,67,More than High School,not_fit,White,short,1
27,68,More than High School,not_fit,White,short,1
24,67,More than High School,fit,Asian,short,1
30,76,More than High School,fit,White,not_short,2
59,70,More than High School,not_fit,White,not_short,2
29,72,More than High School,not_fit,White,not_short,2
28,74,High School or less,not_fit,White,not_short,2
24,67,unknown,not_fit,White,short,1
30,74,More than High School,fit,White,not_short,2
21,74,unknown,fit,White,not_short,2
23,69,More than High School,not_fit,White,short,1
23,76,High School or less,fit,Latinx,not_short,2
27,71,More than High School,fit,White,not_short,2
31,67,More than High School,not_fit,White,short,1
26,72,unknown,fit,White,not_short,2
33,74,More than High School,fit,White,not_short,2
34,71,More than High School,fit,White,not_short,2
26,66,More than High School,fit,multiple,short,1
49,71,More than High School,fit,White,not_short,2
28,69,More than High School,not_fit,multiple,short,1
27,72,More than High School,fit,White,not_short,2
36,74,More than High School,fit,White,not_short,2
25,73,More than High School,fit,White,not_short,2
25,66,More than High School,not_fit,White,short,1
40,70,More than High School,fit,other,not_short,2
40,71,unknown,fit,White,not_short,2
25,68,More than High School,fit,Asian,short,1
30,70,More than High School,fit,White,not_short,2
45,68,More than High School,fit,Black,short,1
28,69,More than High School,fit,White,short,1
23,72,More than High School,not_fit,Latinx,not_short,2
49,71,More than High School,fit,White,not_short,2
42,71,More than High School,fit,White,not_short,2
48,75,unknown,fit,White,not_short,2
33,66,More than High School,not_fit,White,short,1
53,72,More than High School,fit,White,not_short,2
68,70,More than High School,not_fit,White,not_short,2
25,73,More than High School,not_fit,White,not_short,2
32,72,unknown,fit,multiple,not_short,2
22,74,High School or less,fit,Latinx,not_short,2
52,67,More than High School,fit,White,short,1
35,70,More than High School,not_fit,multiple,not_short,2
30,73,unknown,not_fit,other,not_short,2
27,68,More than High School,not_fit,Asian,short,1
32,72,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
27,72,unknown,fit,White,not_short,2
26,70,More than High School,not_fit,White,not_short,2
31,73,More than High School,not_fit,White,not_short,2
33,72,More than High School,fit,White,not_short,2
23,73,unknown,not_fit,White,not_short,2
32,69,More than High School,not_fit,White,short,1
26,75,More than High School,fit,White,not_short,2
22,65,High School or less,fit,Asian,short,1
34,71,More than High School,fit,White,not_short,2
40,66,More than High School,not_fit,Latinx,short,1
27,74,More than High School,not_fit,White,not_short,2
38,70,More than High School,fit,White,not_short,2
58,67,More than High School,fit,White,short,1
24,70,High School or less,fit,Asian,not_short,2
46,72,More than High School,not_fit,White,not_short,2
27,73,High School or less,not_fit,White,not_short,2
23,71,High School or less,unknown,White,not_short,2
31,69,More than High School,fit,multiple,short,1
23,70,High School or less,not_fit,White,not_short,2
30,77,More than High School,fit,Black,not_short,2
29,77,More than High School,not_fit,White,not_short,2
23,70,High School or less,fit,Latinx,not_short,2
41,72,More than High School,fit,White,not_short,2
27,66,unknown,fit,Asian,short,1
37,67,More than High School,not_fit,White,short,1
35,66,More than High School,not_fit,Latinx,short,1
27,67,More than High School,fit,Asian,short,1
26,70,More than High School,fit,White,not_short,2
23,71,More than High School,not_fit,White,not_short,2
22,72,High School or less,not_fit,White,not_short,2
24,71,More than High School,fit,White,not_short,2
46,70,unknown,not_fit,White,not_short,2
32,68,More than High School,not_fit,multiple,short,1
28,70,More than High School,not_fit,White,not_short,2
26,66,unknown,fit,Asian,short,1
20,70,High School or less,not_fit,Latinx,not_short,2
39,72,unknown,fit,Black,not_short,2
30,70,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
26,70,High School or less,fit,White,not_short,2
51,68,More than High School,fit,multiple,short,1
30,70,More than High School,fit,Asian,not_short,2
52,70,High School or less,not_fit,White,not_short,2
34,70,More than High School,fit,White,not_short,2
27,68,More than High School,fit,White,short,1
28,70,unknown,not_fit,Latinx,not_short,2
25,66,More than High School,not_fit,other,short,1
26,66,High School or less,not_fit,Asian,short,1
57,65,More than High School,fit,Asian,short,1
27,69,More than High School,fit,White,short,1
24,72,More than High School,fit,Asian,not_short,2
25,74,More than High School,not_fit,White,not_short,2
45,69,More than High School,not_fit,Black,short,1
48,69,More than High School,fit,White,short,1
31,71,More than High School,fit,multiple,not_short,2
36,71,More than High School,not_fit,White,not_short,2
48,73,unknown,not_fit,White,not_short,2
31,73,More than High School,not_fit,Asian,not_short,2
50,72,High School or less,not_fit,White,not_short,2
27,68,More than High School,fit,White,short,1
28,74,More than High School,fit,White,not_short,2
44,65,unknown,not_fit,Latinx,short,1
24,73,High School or less,fit,White,not_short,2
27,70,unknown,fit,multiple,not_short,2
49,80,More than High School,fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
54,72,More than High School,not_fit,White,not_short,2
27,73,More than High School,not_fit,White,not_short,2
33,72,More than High School,fit,White,not_short,2
26,66,More than High School,fit,Asian,short,1
25,66,More than High School,not_fit,White,short,1
21,71,High School or less,fit,White,not_short,2
27,66,More than High School,fit,Asian,short,1
54,73,More than High School,fit,White,not_short,2
23,71,unknown,fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
33,64,More than High School,not_fit,Asian,short,1
41,70,More than High School,fit,White,not_short,2
33,76,unknown,fit,Black,not_short,2
41,67,More than High School,not_fit,Latinx,short,1
27,70,More than High School,fit,White,not_short,2
32,74,More than High School,fit,White,not_short,2
32,70,More than High School,fit,Latinx,not_short,2
24,72,More than High School,fit,White,not_short,2
25,74,More than High School,fit,multiple,not_short,2
27,71,More than High School,fit,White,not_short,2
25,71,unknown,fit,White,not_short,2
25,71,More than High School,fit,White,not_short,2
22,71,unknown,not_fit,White,not_short,2
33,66,More than High School,not_fit,Asian,short,1
29,70,More than High School,fit,Asian,not_short,2
27,70,unknown,fit,White,not_short,2
40,70,unknown,fit,White,not_short,2
41,66,More than High School,not_fit,White,short,1
63,73,More than High School,fit,White,not_short,2
48,68,More than High School,fit,White,short,1
42,77,More than High School,not_fit,White,not_short,2
54,72,More than High School,fit,White,not_short,2
31,71,More than High School,fit,multiple,not_short,2
38,70,More than High School,fit,Latinx,not_short,2
31,72,unknown,not_fit,White,not_short,2
38,73,More than High School,fit,White,not_short,2
40,80,More than High School,fit,White,not_short,2
20,66,High School or less,fit,Asian,short,1
27,72,unknown,fit,White,not_short,2
37,71,High School or less,fit,White,not_short,2
25,69,High School or less,not_fit,Latinx,short,1
35,72,More than High School,fit,Asian,not_short,2
42,75,High School or less,fit,Black,not_short,2
26,69,More than High School,not_fit,White,short,1
51,76,unknown,fit,White,not_short,2
42,64,More than High School,not_fit,other,short,1
35,79,More than High School,not_fit,White,not_short,2
33,72,More than High School,not_fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
27,69,High School or less,fit,multiple,short,1
29,65,More than High School,not_fit,White,short,1
39,69,More than High School,fit,other,short,1
42,74,High School or less,not_fit,Black,not_short,2
24,69,More than High School,not_fit,Asian,short,1
30,75,More than High School,fit,White,not_short,2
24,67,High School or less,not_fit,multiple,short,1
36,76,More than High School,fit,White,not_short,2
31,70,More than High School,not_fit,Asian,not_short,2
30,71,More than High School,fit,White,not_short,2
27,70,High School or less,not_fit,Black,not_short,2
22,75,unknown,fit,White,not_short,2
26,71,More than High School,not_fit,other,not_short,2
29,72,More than High School,fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
33,67,More than High School,fit,White,short,1
34,69,More than High School,fit,multiple,short,1
26,71,More than High School,fit,White,not_short,2
20,70,unknown,fit,White,not_short,2
28,72,More than High School,not_fit,White,not_short,2
48,68,More than High School,not_fit,White,short,1
24,75,unknown,fit,White,not_short,2
25,71,More than High School,fit,multiple,not_short,2
21,70,High School or less,not_fit,White,not_short,2
26,69,More than High School,not_fit,White,short,1
40,68,More than High School,not_fit,White,short,1
26,72,More than High School,fit,other,not_short,2
30,69,More than High School,not_fit,White,short,1
27,73,unknown,fit,White,not_short,2
58,61,unknown,fit,other,short,1
40,70,More than High School,not_fit,White,not_short,2
30,70,More than High School,not_fit,multiple,not_short,2
25,72,More than High School,not_fit,White,not_short,2
21,71,High School or less,not_fit,White,not_short,2
42,70,High School or less,fit,White,not_short,2
39,70,More than High School,not_fit,multiple,not_short,2
29,74,More than High School,not_fit,White,not_short,2
35,65,More than High School,fit,White,short,1
20,66,High School or less,not_fit,Black,short,1
31,63,More than High School,fit,Asian,short,1
29,72,More than High School,fit,White,not_short,2
29,72,More than High School,not_fit,White,not_short,2
30,74,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
28,66,More than High School,not_fit,Asian,short,1
27,71,High School or less,fit,multiple,not_short,2
26,73,More than High School,not_fit,White,not_short,2
44,70,More than High School,not_fit,White,not_short,2
34,70,More than High School,fit,White,not_short,2
33,70,More than High School,fit,other,not_short,2
42,72,More than High School,not_fit,Black,not_short,2
28,69,unknown,fit,multiple,short,1
34,71,More than High School,not_fit,Asian,not_short,2
40,77,More than High School,fit,White,not_short,2
30,65,More than High School,fit,Asian,short,1
27,70,More than High School,not_fit,Asian,not_short,2
37,69,More than High School,fit,multiple,short,1
25,72,More than High School,not_fit,White,not_short,2
23,71,unknown,not_fit,White,not_short,2
23,72,More than High School,fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
29,67,More than High School,fit,Asian,short,1
38,71,More than High School,not_fit,Latinx,not_short,2
29,70,More than High School,fit,White,not_short,2
23,70,High School or less,not_fit,Latinx,not_short,2
40,70,More than High School,not_fit,White,not_short,2
23,72,More than High School,fit,White,not_short,2
46,69,More than High School,not_fit,Latinx,short,1
22,78,High School or less,not_fit,Latinx,not_short,2
37,73,More than High School,not_fit,White,not_short,2
25,70,More than High School,fit,White,not_short,2
22,68,High School or less,fit,Latinx,short,1
32,70,More than High School,fit,White,not_short,2
33,68,More than High School,not_fit,White,short,1
25,71,High School or less,not_fit,White,not_short,2
28,68,More than High School,fit,White,short,1
24,73,More than High School,fit,White,not_short,2
25,74,More than High School,fit,White,not_short,2
32,68,unknown,fit,White,short,1
28,69,More than High School,fit,White,short,1
33,68,More than High School,not_fit,White,short,1
27,74,More than High School,not_fit,multiple,not_short,2
25,67,unknown,fit,White,short,1
23,71,High School or less,not_fit,Asian,not_short,2
30,72,High School or less,fit,White,not_short,2
24,72,More than High School,not_fit,Asian,not_short,2
41,67,More than High School,fit,White,short,1
33,71,unknown,not_fit,Latinx,not_short,2
32,71,More than High School,fit,White,not_short,2
19,74,High School or less,fit,multiple,not_short,2
28,77,More than High School,not_fit,White,not_short,2
19,68,High School or less,fit,White,short,1
35,71,High School or less,not_fit,White,not_short,2
36,69,High School or less,not_fit,White,short,1
33,74,More than High School,fit,White,not_short,2
35,73,More than High School,not_fit,White,not_short,2
53,70,More than High School,not_fit,White,not_short,2
45,73,unknown,not_fit,White,not_short,2
32,68,More than High School,fit,Asian,short,1
29,70,More than High School,fit,White,not_short,2
28,72,More than High School,fit,White,not_short,2
58,70,More than High School,fit,White,not_short,2
22,66,More than High School,fit,Latinx,short,1
23,67,More than High School,fit,Latinx,short,1
30,70,More than High School,not_fit,White,not_short,2
30,72,More than High School,not_fit,Black,not_short,2
33,69,unknown,fit,White,short,1
42,72,unknown,fit,White,not_short,2
66,73,More than High School,not_fit,White,not_short,2
41,71,More than High School,fit,multiple,not_short,2
49,71,High School or less,not_fit,other,not_short,2
33,75,High School or less,not_fit,White,not_short,2
51,70,More than High School,fit,White,not_short,2
23,70,More than High School,not_fit,Asian,not_short,2
34,69,More than High School,fit,Latinx,short,1
29,70,High School or less,fit,White,not_short,2
30,64,More than High School,not_fit,Asian,short,1
31,68,More than High School,fit,Latinx,short,1
39,67,High School or less,not_fit,other,short,1
27,67,More than High School,fit,Asian,short,1
32,72,More than High School,fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
35,70,High School or less,fit,Asian,not_short,2
50,72,More than High School,fit,White,not_short,2
23,68,High School or less,not_fit,White,short,1
29,67,More than High School,fit,White,short,1
38,71,unknown,not_fit,White,not_short,2
33,70,More than High School,not_fit,multiple,not_short,2
46,70,unknown,fit,White,not_short,2
25,72,More than High School,not_fit,White,not_short,2
30,67,More than High School,fit,White,short,1
21,67,unknown,fit,Black,short,1
29,67,More than High School,fit,White,short,1
32,72,unknown,not_fit,Latinx,not_short,2
26,74,More than High School,fit,White,not_short,2
30,79,High School or less,fit,Black,not_short,2
38,74,More than High School,fit,White,not_short,2
40,66,More than High School,fit,White,short,1
25,71,unknown,not_fit,White,not_short,2
42,75,High School or less,fit,Black,not_short,2
27,69,More than High School,fit,White,short,1
41,70,More than High School,fit,Asian,not_short,2
21,70,High School or less,fit,Asian,not_short,2
26,70,More than High School,not_fit,White,not_short,2
33,74,More than High School,fit,White,not_short,2
45,71,More than High School,fit,White,not_short,2
26,71,More than High School,fit,White,not_short,2
44,70,More than High School,fit,White,not_short,2
40,72,More than High School,not_fit,Asian,not_short,2
32,70,More than High School,fit,Asian,not_short,2
68,67,High School or less,not_fit,White,short,1
30,70,More than High School,fit,White,not_short,2
28,73,More than High School,fit,White,not_short,2
25,74,unknown,fit,White,not_short,2
37,73,unknown,fit,Latinx,not_short,2
44,74,More than High School,fit,White,not_short,2
25,70,unknown,not_fit,White,not_short,2
22,71,More than High School,fit,White,not_short,2
33,66,More than High School,fit,multiple,short,1
40,74,More than High School,fit,White,not_short,2
33,74,More than High School,fit,White,not_short,2
33,71,More than High School,not_fit,other,not_short,2
47,72,More than High School,not_fit,White,not_short,2
48,67,More than High School,fit,White,short,1
33,75,More than High School,not_fit,White,not_short,2
28,71,More than High School,fit,other,not_short,2
48,74,More than High School,fit,White,not_short,2
38,72,More than High School,not_fit,White,not_short,2
42,70,unknown,not_fit,other,not_short,2
60,74,More than High School,not_fit,White,not_short,2
34,73,More than High School,fit,White,not_short,2
24,70,More than High School,not_fit,White,not_short,2
26,71,More than High School,unknown,White,not_short,2
22,72,High School or less,not_fit,White,not_short,2
37,69,More than High School,fit,other,short,1
25,67,unknown,not_fit,White,short,1
30,70,More than High School,fit,White,not_short,2
45,67,More than High School,not_fit,Asian,short,1
62,68,More than High School,fit,White,short,1
54,70,More than High School,not_fit,White,not_short,2
28,68,More than High School,not_fit,White,short,1
26,70,More than High School,not_fit,White,not_short,2
27,65,unknown,fit,Latinx,short,1
24,71,unknown,fit,Asian,not_short,2
35,67,More than High School,not_fit,Asian,short,1
24,71,unknown,fit,Asian,not_short,2
41,68,More than High School,not_fit,White,short,1
33,72,More than High School,fit,White,not_short,2
57,74,More than High School,fit,White,not_short,2
38,72,unknown,not_fit,other,not_short,2
25,65,More than High School,not_fit,White,short,1
24,71,High School or less,not_fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
23,74,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
26,75,More than High School,fit,White,not_short,2
41,66,High School or less,not_fit,Latinx,short,1
23,74,More than High School,fit,White,not_short,2
37,70,More than High School,fit,White,not_short,2
28,74,More than High School,fit,White,not_short,2
27,69,More than High School,fit,White,short,1
25,65,More than High School,fit,Asian,short,1
26,72,More than High School,fit,multiple,not_short,2
28,69,More than High School,not_fit,Asian,short,1
32,72,More than High School,fit,White,not_short,2
43,71,unknown,not_fit,Asian,not_short,2
44,69,More than High School,fit,White,short,1
27,73,More than High School,fit,White,not_short,2
36,71,unknown,fit,Asian,not_short,2
25,72,More than High School,not_fit,Asian,not_short,2
62,67,More than High School,not_fit,White,short,1
36,73,More than High School,not_fit,White,not_short,2
36,73,More than High School,fit,other,not_short,2
36,67,High School or less,not_fit,White,short,1
32,66,More than High School,not_fit,Latinx,short,1
27,75,More than High School,not_fit,Black,not_short,2
39,65,More than High School,not_fit,Asian,short,1
26,68,More than High School,fit,White,short,1
31,72,More than High School,fit,White,not_short,2
29,76,More than High School,fit,White,not_short,2
42,69,More than High School,fit,White,short,1
32,70,More than High School,fit,White,not_short,2
23,75,More than High School,fit,White,not_short,2
61,70,More than High School,fit,White,not_short,2
34,71,High School or less,not_fit,White,not_short,2
37,70,More than High School,not_fit,Latinx,not_short,2
41,69,High School or less,not_fit,Latinx,short,1
19,71,High School or less,fit,White,not_short,2
22,77,unknown,not_fit,multiple,not_short,2
37,73,unknown,fit,White,not_short,2
31,77,unknown,not_fit,White,not_short,2
34,74,More than High School,fit,White,not_short,2
35,69,More than High School,not_fit,multiple,short,1
25,70,More than High School,not_fit,Asian,not_short,2
30,66,More than High School,not_fit,White,short,1
27,68,More than High School,not_fit,Asian,short,1
39,74,More than High School,not_fit,Black,not_short,2
42,69,More than High School,not_fit,White,short,1
22,73,More than High School,fit,White,not_short,2
31,74,More than High School,not_fit,White,not_short,2
24,65,More than High School,not_fit,Asian,short,1
35,73,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,White,not_short,2
25,74,More than High School,fit,White,not_short,2
28,73,More than High School,fit,White,not_short,2
28,68,More than High School,fit,White,short,1
25,68,More than High School,fit,White,short,1
32,72,More than High School,fit,White,not_short,2
44,67,More than High School,fit,Asian,short,1
36,68,High School or less,fit,White,short,1
22,68,High School or less,not_fit,White,short,1
42,70,More than High School,fit,White,not_short,2
30,70,More than High School,fit,Asian,not_short,2
24,70,More than High School,fit,White,not_short,2
38,67,High School or less,not_fit,White,short,1
35,74,More than High School,not_fit,multiple,not_short,2
43,72,unknown,fit,White,not_short,2
26,70,More than High School,fit,White,not_short,2
40,73,More than High School,fit,Latinx,not_short,2
31,74,More than High School,not_fit,White,not_short,2
43,72,More than High School,fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
30,67,More than High School,not_fit,multiple,short,1
35,75,High School or less,not_fit,White,not_short,2
35,76,More than High School,fit,White,not_short,2
31,71,More than High School,not_fit,White,not_short,2
36,69,More than High School,not_fit,White,short,1
32,70,More than High School,fit,White,not_short,2
41,71,More than High School,not_fit,White,not_short,2
24,70,unknown,fit,Asian,not_short,2
35,67,More than High School,fit,Asian,short,1
46,68,More than High School,fit,White,short,1
30,68,More than High School,fit,White,short,1
22,73,High School or less,not_fit,White,not_short,2
35,74,More than High School,fit,White,not_short,2
33,66,More than High School,fit,Asian,short,1
26,69,More than High School,not_fit,Latinx,short,1
58,72,More than High School,not_fit,White,not_short,2
27,71,unknown,fit,White,not_short,2
26,72,unknown,fit,White,not_short,2
38,70,unknown,not_fit,Asian,not_short,2
24,68,More than High School,fit,White,short,1
49,73,More than High School,fit,White,not_short,2
51,71,More than High School,fit,White,not_short,2
30,74,More than High School,not_fit,Latinx,not_short,2
28,71,More than High School,fit,White,not_short,2
51,71,High School or less,not_fit,multiple,not_short,2
43,66,unknown,not_fit,Latinx,short,1
25,70,More than High School,fit,White,not_short,2
29,68,More than High School,fit,White,short,1
29,72,More than High School,fit,other,not_short,2
38,71,More than High School,not_fit,Asian,not_short,2
24,75,More than High School,fit,White,not_short,2
31,76,unknown,not_fit,Latinx,not_short,2
65,70,More than High School,not_fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
27,73,More than High School,fit,other,not_short,2
27,73,More than High School,fit,White,not_short,2
30,73,More than High School,fit,White,not_short,2
42,70,More than High School,fit,White,not_short,2
27,73,High School or less,not_fit,Latinx,not_short,2
26,67,More than High School,fit,White,short,1
31,74,More than High School,fit,other,not_short,2
47,72,More than High School,fit,White,not_short,2
23,69,More than High School,not_fit,Latinx,short,1
32,75,More than High School,fit,White,not_short,2
32,67,More than High School,fit,White,short,1
32,71,More than High School,not_fit,White,not_short,2
22,70,More than High School,not_fit,White,not_short,2
39,69,More than High School,fit,White,short,1
45,72,unknown,not_fit,multiple,not_short,2
33,70,High School or less,not_fit,Latinx,not_short,2
49,73,More than High School,fit,White,not_short,2
26,70,More than High School,not_fit,White,not_short,2
29,73,More than High School,fit,White,not_short,2
27,74,More than High School,not_fit,White,not_short,2
24,72,High School or less,not_fit,multiple,not_short,2
27,76,More than High School,fit,White,not_short,2
60,70,More than High School,fit,White,not_short,2
41,71,High School or less,fit,White,not_short,2
54,69,unknown,not_fit,White,short,1
36,68,High School or less,fit,White,short,1
45,69,More than High School,fit,White,short,1
22,61,unknown,not_fit,Latinx,short,1
24,71,High School or less,not_fit,Asian,not_short,2
32,72,More than High School,fit,White,not_short,2
26,75,More than High School,fit,White,not_short,2
36,72,More than High School,fit,White,not_short,2
24,67,High School or less,not_fit,White,short,1
26,67,More than High School,not_fit,White,short,1
29,70,More than High School,fit,White,not_short,2
32,66,More than High School,fit,White,short,1
29,67,More than High School,fit,White,short,1
28,72,More than High School,not_fit,White,not_short,2
30,72,More than High School,not_fit,White,not_short,2
43,71,unknown,not_fit,White,not_short,2
29,68,unknown,fit,Latinx,short,1
31,69,More than High School,not_fit,Asian,short,1
28,69,More than High School,fit,Black,short,1
40,72,More than High School,fit,Latinx,not_short,2
27,74,More than High School,fit,White,not_short,2
23,72,More than High School,fit,multiple,not_short,2
28,72,More than High School,fit,White,not_short,2
27,71,More than High School,not_fit,other,not_short,2
27,71,More than High School,not_fit,other,not_short,2
32,72,More than High School,fit,Latinx,not_short,2
37,70,More than High School,not_fit,White,not_short,2
26,70,unknown,fit,White,not_short,2
36,67,More than High School,fit,Asian,short,1
33,68,More than High School,not_fit,White,short,1
23,69,High School or less,fit,multiple,short,1
29,69,More than High School,fit,White,short,1
56,73,More than High School,not_fit,White,not_short,2
40,72,More than High School,not_fit,Asian,not_short,2
